"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Home \\ Away'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'AHL'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'ASW'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'DKH'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'ENT'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'ENP'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'GMH'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'HRS'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'ISM'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'ITH'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'ITS'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'MAS'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'MMK'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'MOK'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'PET'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'SMO'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'TGS'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'WDG'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'ZAM'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Al Ahly'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Aswan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–0'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'El Dakhleya'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4–4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–0'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'El Entag El Harby'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–1'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'ENPPI'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Ghazl El Mahalla'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–2'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Haras El Hodoud'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–2'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Ismaily'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Al Ittihad'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0–1'}"
