"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Team'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Games'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Att'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Yds'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Avg'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Long'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'TD'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '1st'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Fmb'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Fmb lost'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ARI'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '14'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '112'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '373'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3.3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '29'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '23'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2001'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ARI'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '16'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '112'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '380'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3.4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2002'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ARI'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '138'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '511'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3.7'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '58'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TB'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '16'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '137'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '627'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4.6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '61'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '25'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2004'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CHI'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '14'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '240'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '948'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4.0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '54'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '49'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2005'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CHI'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '314'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1,335'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4.3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '42'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '61'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2006'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CHI'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '16'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '296'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1,210'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4.1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '61'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2007'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NYJ'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '16'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '310'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1,119'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3.6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '36'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '55'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2008'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NYJ'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '16'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '290'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1,312'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4.5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '59'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '63'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}"
