"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Representative'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Title'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Presentation of Credentials'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Termination of Mission'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Appointed by'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Robert B. McAfee'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Chargé d'affaires to the governments of New Granada and Ecuador with residence en Bogotá""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1835'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1836'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Andrew Jackson'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'James Chamberlayne Pickett'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Plenipotentiary for signing a Treaty of Peace and Commerce'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1838'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1839'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Martin Van Buren'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Van Brugh Livingston'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Chargé d'affaires""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 12, 1848'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 12, 1849'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'James K. Polk'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'John Trumbull Van Alen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Chargé d'affaires""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 19, 1849'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 18, 1850'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zachary Taylor'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Courtland Cushing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Chargé d'affaires""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 3, 1851'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'October 12, 1853'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Millard Fillmore'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Philo White'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minister Resident'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'September 2, 1854'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'September 14, 1858'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Franklin Pierce'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Charles R. Buckalew'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minister Resident'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'September 20, 1858'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 10, 1861'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'James Buchanan'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Friedrich Hassaurek'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minister Resident'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 15, 1861'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'January 13, 1866'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Abraham Lincoln'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'William T. Coggeshall'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minister Resident'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'September 20, 1866'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 3, 1867'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Andrew Johnson'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'David Alexander Nunn'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minister Resident'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Unknown'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 2, 1869'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': 'Ulysses S. Grant'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'E. Rumsey Wing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minister Resident'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 23, 1870'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'October 5, 1874'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Christian Wullweber'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minister Resident'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'December 20, 1875'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'September 25, 1876'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rowland B. Mahany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Envoy Extraordinary and Minister Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 22, 1892'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 23, 1893'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Benjamin Harrison'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Edward Henry Strobel'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Envoy Extraordinary and Minister Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 15, 1894'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'December 31, 1894'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Grover Cleveland'}"
