"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'No.'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Date'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Athlete'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Country'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Hill'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Location'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Metres'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Yards'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Feet'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'January 1863'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ingrid Olsdatter Vestby'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Norway'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nordbybakken'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Trysil, Norway'}","{'column_span': 3, 'is_header': False, 'row_span': 1, 'value': 'unknown; first jump ever'}",,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1897'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ragna Pettersen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Norway'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nydalsbakken'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Aker, Norway'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13.1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '39'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1902'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hilda Stang'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Norway'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tranbergbakken'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gjøvik, Norway'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '14.5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15.9'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '48'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1910'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hilda Stang'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Norway'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tranbergbakken'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gjøvik, Norway'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '23'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '69'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1910'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hilda Stang'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Norway'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Solbergbakken'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bærum, Norway'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '24'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '72'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1911'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Paula Lamberg'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Austria-Hungary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kitzbühel, Austria-Hungary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '24'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '72'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1922'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Isabel Coursier'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Canada'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nels Nelsen Hill'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Revelstoke, Canada'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '25.6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '84'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1926'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Olga Balstad-Eggen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Norway'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Arvika, Sweden'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '26'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28.4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '85'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'February 1928'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Isabel Coursier'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Canada'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nels Nelsen Hill'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Revelstoke, Canada'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '31.4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '34.4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '103'}"
