"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Res.'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Record'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Opponent'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Method'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Event'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Date'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Round'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Time'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Location'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Notes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '38–6 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ryan Bader'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'KO (punches)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 214'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '26 January 2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0:35'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Inglewood, California, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator Heavyweight Grand Prix Final. For the vacant Bellator Heavyweight World Championship.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '38–5 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Chael Sonnen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TKO (punches)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 208'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13 October 2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4:46'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Uniondale, New York, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator Heavyweight Grand Prix Semifinal.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '37–5 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Frank Mir'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TKO (punches)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 198'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28 April 2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0:48'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rosemont, Illinois, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator Heavyweight Grand Prix Quarterfinal.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '36–5 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Matt Mitrione'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'KO (punches)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator NYC'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '24 June 2017'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:14'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New York City, New York, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '36–4 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fábio Maldonado'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (majority)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fight Nights Global 50: Fedor vs. Maldonado'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17 June 2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Petersburg, Russia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Result unofficially ruled a Draw by the World Mixed Martial Arts Association; however, that decision has not been recognized by the Russian MMA Union.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '35–4 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Singh Jaideep'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TKO (submission to punches)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rizin World Grand Prix 2015 Finale: Iza'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '31 December 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3:02'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Saitama, Saitama, Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '34–4 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pedro Rizzo'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'KO (punches)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M-1 Global: Fedor vs. Rizzo'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21 June 2012'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:24'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Petersburg, Leningrad Oblast, Russia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '33–4 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Satoshi Ishii'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'KO (punches)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fight For Japan: GDKO 2011'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '31 December 2011'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2:29'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Saitama, Saitama, Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '32–4 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jeff Monson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (unanimous)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M-1 Global: Fedor vs. Monson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20 November 2011'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Moscow, Moscow Oblast, Russia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '31–4 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dan Henderson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TKO (punches)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Strikeforce: Fedor vs. Henderson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30 July 2011'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4:12'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hoffman Estates, Illinois, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
