"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Title'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Role'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Notes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1939'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Unknown'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Unknown'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'White and a former high school classmate (this was shortly after graduation) sang songs from The Merry Widow on an experimental Los Angeles channel in 1939.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1949–50'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hollywood on Television'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Herself'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1952'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Eddie Albert Show'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1953–55'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Life with Elizabeth'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Elizabeth'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lead role, 65 episodes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1954'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Betty White Show'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Herself'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'From February 8, 1954 to December 31, 1954'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1955–56'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""What's My Line?""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8 episodes'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1956'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Millionaire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Virginia Lennart'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Episode: ""Millionaire Virginia Lennart""'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1957–58'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Date with the Angels'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vickie Angel'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lead role, 33 episodes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1958'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Betty White Show'}","{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': 'Herself'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lead role, 14 episodes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1958–62'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Jack Paar Show'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Recurring role, 36 episodes'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1958–2001, 2016–present'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'To Tell the Truth'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Appearances on CBS (Collyer), NBC (Moore), and ABC (Anderson) versions. Main panelist (2016)'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1961–2008'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '(Super) (Million Dollar) Password (All Stars), (Plus)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Appeared on all versions of the show.'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1962'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The United States Steel Hour'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Episode: ""Scene of the Crime""'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1963–82, 1991'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Match Game'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Herself'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Recurring role, Appeared on the first 3 versions of the show.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1963–75'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""You Don't Say!""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Recurring role, 10 episodes'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1968'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""That's Life""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Episode: ""Buying a House""'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1969'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Petticoat Junction'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Adelle Colby'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Episode: ""The Cannonball Bookmobile""'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1971'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Pet Set'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': 'Herself'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Recurring role, 31 episodes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '1972'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""O'Hara, U.S. Treasury""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Episode: ""Operation: Lady Luck""'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Odd Couple'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Episode: ""Password""'}",,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1973–77'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Mary Tyler Moore Show'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sue Ann Nivens'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Main cast, 46 episodes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': '1975'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lucas Tanner'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lydia Merrick'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Episode: ""The Noise of a Quiet Weekend""'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ellery Queen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Louise Demery'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Episode: ""The Adventure of Miss Aggie\'s Farewell Performance""'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Carol Burnett Show'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Recurring role, 3 episodes'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1976–77'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Sonny and Cher Show'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Herself'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Guest role, 2 episodes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1976–79'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Liar's Club Game Show""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Recurring role, 48 episodes'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1977–78'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Betty White Show'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Joyce Whitman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lead role, 14 episodes'}"
