"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Engine'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Power'}"
"{'column_span': 1, 'is_header': False, 'row_span': 5, 'value': '327 in³ Small-Block V8'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1963–1965'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '250 hp (186 kW)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1963–1967'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '300 hp (224 kW)'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1963'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '340 hp (254 kW)'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1965–1967'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '350 hp (254 kW)'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1964–1965'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '365 hp (272 kW)'}",
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '327 in³ Small-Block FI V8'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1963'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '360 hp (268 kW)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1964–1965'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '375 hp (280 kW)'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '396 in³ Big-Block V8'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1965'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '425 hp (317 kW)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '427 in³ Big-Block V8'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1966–1967'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '390 hp (291 kW)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1966'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '425 hp (317 kW)'}",
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '427 in³ Big-Block Tri-Power V8'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1967'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '400 hp (298 kW)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1967'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '435 hp (324 kW)'}",
