"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Title'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Role'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Notes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1987'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hellraiser'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kirsty Cotton'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1988'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hellbound: Hellraiser II'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kirsty Cotton'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1990'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Face the Edge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jane'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1992'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mikey'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shawn Gilder'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1992'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Deuce Coupe'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Marie Vitelli'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1992'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hellraiser III: Hell on Earth'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kirsty Cotton'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Lurking Fear'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cathryn Farrell'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stranger by Night'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nicole Miller'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Direct-to-video'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1995'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Savate'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mary Parker'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Direct-to-video'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1995'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Felony'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Laura Bryant'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1996'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Livers Ain't Cheap""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Carla'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1997'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cupid'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jennifer Taylor'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1998'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'A Murder of Crows'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Janine DeVrie'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1999'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Warlock III: The End of Innocence'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kris Miller'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Direct-to-video'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cypress Edge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brittany Trummel'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2002'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hellraiser: Hellseeker'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kirsty Cotton Gooden'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Direct-to-video'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2004'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lightning Bug'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jenny Graves'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2004'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tomb of Terror'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cathryn Farrell (segment ""Lurking Fear"")'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Archive footage'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2007'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Chill'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Maria'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Direct-to-video'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2008'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Red'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mrs. McCormack'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Green Fairy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rachel'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
