"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Film'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Role'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Notes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1941'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Andy Hardy's Private Secretary""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kathryn Land'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1942'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Vanishing Virginian'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rebecca Yancey'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1942'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio Rita'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rita Winslow'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1942'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Seven Sweethearts'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Billie Van Maaster'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1943'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Thousands Cheer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kathryn Jones'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1945'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Anchors Aweigh'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Susan Abbott'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1946'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ziegfeld Follies'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Herself'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1946'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Two Sisters from Boston'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Abigail Chandler'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1946'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Till the Clouds Roll By'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Magnolia in 'Show Boat'""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1947'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'It Happened in Brooklyn'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Anne Fielding'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1948'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Kissing Bandit'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Teresa'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1949'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'That Midnight Kiss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Prudence Budell'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
