"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Event'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Record'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Athlete'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Date'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Meet'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Place'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Ref'}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '60 m'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '6.56'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Ronald Desruelles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10 February 1985'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Netherlands Maastricht, Netherlands'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5 February 1988'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany Sindelfingen, Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '100 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10.35'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Patrick Stevens'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12 February 1996'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Finland Tampere, Finland'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': '200 m'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': '20.66'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Patrick Stevens'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '19 February 1995'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Meeting Pas de Calais'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'France Liévin, France'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Erik Wijmeersch'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12 February 1997'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indoor Flanders Meeting'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Belgium Ghent, Belgium'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Patrick Stevens'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '25 February 2000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'European Championships'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Belgium Ghent, Belgium'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '300 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '32.72'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kevin Borlée'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10 February 2013'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indoor Flanders Meeting'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Belgium Ghent, Belgium'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '400 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '45.9 (ht)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Alfons Brijdenbach'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17 February 1974'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bulgaria Sofia, Bulgaria'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '46.18'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cedric van Branteghem'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21 February 2003'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'AVIVA Indoor Grand Prix'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United Kingdom Birmingham, United Kingdom'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '500 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:00.76'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jonathan Borlée'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '14 February 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Millrose Games'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States New York City, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '600 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:15.65'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kevin Borlée'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13 February 2011'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indoor Flanders Meeting'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Belgium Ghent, Belgium'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '800 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:46.46'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Joeri Jansen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8 February 2004'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indoor Flanders Meeting'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Belgium Ghent, Belgium'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1000 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2:18.65'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Joeri Jansen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '23 February 2001'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indoor Flanders Meeting'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Belgium Ghent, Belgium'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1500 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3:37.30'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pieter-Jan Hannes'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21 February 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Birmingham Indoor Grand Prix'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United Kingdom Birmingham, Great Britain'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mile'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3:54.13'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Christophe Impens'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12 February 1997'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indoor Flanders Meeting'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Belgium Ghent, Belgium'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2000 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00.0+ (ht)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Emiel Puttemans'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '18 February 1973'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany Berlin, Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3000 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7:38.94'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mohammed Mourhit'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '11 March 2001'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'World Championships'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Portugal Lisbon, Portugal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Two miles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8:13.2 (ht)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Emiel Puttemans'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '18 February 1973'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany Berlin, Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5000 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13:20.8 (ht)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Emiel Puttemans'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10 January 1976'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'France Pantin, France'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10000 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28:12.4 (ht)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Emiel Puttemans'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22 February 1975'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'France Pantin, France'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '50 m hurdles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6.56+'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Jonathan N'Senga""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13 February 2000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Meeting Pas de Calais'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'France Liévin, France'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
