"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Peak'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Height'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Mountain'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'State'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Notes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2001'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Broad Peak'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8047 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Karakoram'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pakistan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Altitude reached 7300 m'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lenin Peak'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7134 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pamir'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kyrgyzstan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2004'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Aconcagua'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6962 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Andes'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Argentina'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2004'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Denali'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6195 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'American Cordillera'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2005'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'K2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8611 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Karakoram'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pakistan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Altitude reached 8200 m'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2007'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Khan Tengri'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6995 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tian Shan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kazakhstan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2009'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gasherbrum I'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8080 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Karakoram'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pakistan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'First Bulgarian ascent. Without oxygen'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2009'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gasherbrum II'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8035 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Karakoram'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pakistan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Altitude reached 8030 m'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2010'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Peak Korzhenevskaya'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7105 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pamir'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tajikistan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2010'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ismoil Somoni Peak'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7495 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pamir'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tajikistan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2014'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kangchenjunga'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8586 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Himalayas'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nepal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'First Bulgarian ascent. Without oxygen'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2014'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Broad Peak'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8047 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Karakoram'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pakistan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Without oxygen'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2014'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'K2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8611 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Karakoram'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pakistan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'First Bulgarian ascent. Without oxygen'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Manaslu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8163 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Himalayas'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nepal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'First Bulgarian ascent. Without oxygen'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Annapurna I'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8091 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Himalayas'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nepal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Without oxygen'}"
