"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Chart (2011–12)'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Peak position'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Australian Singles Chart'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '85'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Australian Urban Singles Chart'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '26'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Belgium (Ultratip Flanders)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '18'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Hungarian Singles Chart'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Irish Singles Chart'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '88'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Romania (Airplay 100)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '100'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'South Korea International Singles Chart'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '44'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Swiss Singles Chart'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '74'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'UK R&B Singles Chart'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '37'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'UK Singles Chart'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '131'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'US Dance Club Songs (Billboard)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13'}"
