"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Competition'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Venue'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Position'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Event'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Notes'}"
"{'column_span': 6, 'is_header': True, 'row_span': 1, 'value': 'Representing Great Britain / England'}",,,,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1974'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'World Cross Country Championships'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Monza, Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15th'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1975'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'World Cross Country Championships'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rabat, Morocco'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '18th'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1977'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'World Student Games (Universiade)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sofia, Bulgaria'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5th'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1500 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4:09.7'}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '1978'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'World Cross Country Championships'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Glasgow, Scotland'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12th'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Commonwealth Games'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Edmonton, Canada'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2nd'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1500 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4:07.53'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1981'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'World Cross Cross Country Championships'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Madrid, Spain'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '14th'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '1983'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'World Cross Country Championships'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gateshead, England'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '18th'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'World Championships'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Helsinki, Finland'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13th'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3000 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8:58.01'}",
