"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'School'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '1995 Conference'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '1996 Conference'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Boise State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Big Sky'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Big West (I-A)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cal State Northridge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'American West'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Big Sky'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cal Poly'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'American West'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-AA Independent'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Central Connecticut State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-AA Independent'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Northeast'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Central Florida'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-AA Independent'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-A Independent'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Eastern Illinois'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gateway'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ohio Valley'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fairfield'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Program'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MAAC'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Idaho'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Big Sky'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Big West (I-A)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jacksonville State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'D-II Independent'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Southland (I-AA)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Monmouth'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-AA Independent'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Northeast'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Morehead State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ohio Valley'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-AA Independent'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Portland State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'D-II Independent'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Big Sky (I-AA)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Robert Morris'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-AA Independent'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Northeast'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sacramento State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'American West'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-AA Independent'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Francis (PA)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-AA Independent'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Northeast'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Southern Utah'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'American West'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-AA Independent'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Troy State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-AA Independent'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Southland'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UAB'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-AA Independent'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-A Independent'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wagner'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'I-AA Independent'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Northeast'}"
