"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Res.'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Record'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Opponent'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Method'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Event'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Date'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Round'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Time'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Location'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Notes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NC'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28–6 (2)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Matt Mitrione'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NC (accidental groin strike)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 215'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'February 15, 2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0:15'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Uncasville, Connecticut, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28–6 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Roy Nelson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'KO (punches and knee)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 207'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'October 12, 2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4:59'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Uncasville, CT, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NC'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '27–6 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Anton Vyazigin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NC (accidental eye poke)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M-1 Challenge 92: Kharitonov vs. Vyazigin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 24, 2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0:20'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Petersburg, Russia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Catchweight (280 lbs) bout. Originally a majority decision for Kharitionov; later overturned due to an accidental eye poke.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '27–6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Joey Beltran'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (unanimous)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Russian Cagefighting Championship'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'February 25, 2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Yekaterinburg, Russia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '26–6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Geronimo dos Santos'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Submission (ankle lock)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M-1 Challenge 81: Battle in the Mountains 6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 22, 2017'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2:13'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nazran, Russia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Catchweight (280 lbs) bout.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '25–6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rameau Thierry Sokoudjou'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'KO (punch)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M-1 Challenge 80: Kharitonov vs. Sokoudjou'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 15, 2017'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0:40'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Harbin, China'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '24–6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Chase Gormley'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'KO (punch)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 175'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'March 31, 2017'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3:55'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rosemont, Illinois, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '23–6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Javy Ayala'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'KO (punch)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 163'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 4, 2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0:16'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Uncasville, Connecticut, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '23–5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kenny Garner'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TKO (punches)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M-1 Challenge 59: Battle of Nomads 5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 3, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4:11'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Astana, Kazakhstan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22–5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kenny Garner'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TKO (doctor stoppage)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M-1 Challenge 53: Battle in the Celestial Empire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 25, 2014'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2:01'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Beijing, China'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
