"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Res.'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Record'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Opponent'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Method'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Event'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Date'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Round'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Time'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Location'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Notes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '27-8'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Adam Piccolotti'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (split)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 220'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 27, 2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'San Jose, California, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '26–8'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Saad Awad'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (unanimous)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 208'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'October 13, 2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Uniondale, New York, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '25–8'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Roger Huerta'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Submission (guillotine choke)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 196'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 6, 2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0:49'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Budapest, Hungary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '24–8'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Patricky Freire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (split)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 183'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'September 23, 2017'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'San Jose, California, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '24–7'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michael Chandler'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (split)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 165'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 19, 2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'San Jose, California, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'For the Bellator Lightweight World Championship.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '24–6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Patrício Freire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TKO (leg injury)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 160'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 26, 2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2:26'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Anaheim, California, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Return to Lightweight.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '23–6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Andrey Koreshkov'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (unanimous)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bellator 153'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 22, 2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Uncasville, Connecticut, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'For the Bellator Welterweight World Championship.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '23–5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jorge Masvidal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (split)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC Fight Night: Henderson vs. Masvidal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 28, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Seoul, South Korea'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22–5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brandon Thatch'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Submission (rear-naked choke)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC Fight Night: Henderson vs. Thatch'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'February 14, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3:58'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Broomfield, Colorado, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Welterweight debut. Fight of the Night.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21–5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Donald Cerrone'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (unanimous)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC Fight Night: McGregor vs. Siver'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'January 18, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Boston, Massachusetts, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21–4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rafael dos Anjos'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'KO (punch)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC Fight Night: Henderson vs. dos Anjos'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 23, 2014'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2:31'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tulsa, Oklahoma, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rustam Khabilov'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Submission (rear-naked choke)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC Fight Night: Henderson vs. Khabilov'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 7, 2014'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:16'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Albuquerque, New Mexico, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Performance of the Night.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Josh Thomson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (split)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC on Fox: Henderson vs. Thomson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'January 25, 2014'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Chicago, Illinois, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
