"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Res.'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Record'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Opponent'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Method'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Event'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Date'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Round'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Time'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Location'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Notes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28–17 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Alex Morono'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Submission (guillotine choke)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC Fight Night: Cowboy vs. Medeiros'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'February 18, 2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2:12'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Austin, Texas, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Welterweight bout.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28–16 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drew Dober'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'KO (punch)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC 214'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 29, 2017'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3:04'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Anaheim, California, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28–15 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michel Prazeres'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Submission (north-south choke)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC Fight Night: Belfort vs. Gastelum'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'March 11, 2017'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:42'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fortaleza, Brazil'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28–14 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zak Ottow'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (split)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC Fight Night: Lineker vs. Dodson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'October 1, 2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Portland, Oregon, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Welterweight bout.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28–13 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Paul Felder'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (unanimous)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC Fight Night: Almeida vs. Garbrandt'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 29, 2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Las Vegas, Nevada, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28–12 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'K.J. Noons'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Decision (unanimous)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC Fight Night: Hendricks vs. Thompson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'February 6, 2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Las Vegas, Nevada, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lightweight debut.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '27–12 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Patrick Côté'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TKO (punches)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC Fight Night: Holloway vs. Oliveira'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 23, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:26'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Saskatoon, Saskatchewan, Canada'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fight of the Night.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '27–11 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dong Hyun Kim'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Submission (arm-triangle choke)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC 187'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 23, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2:13'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Las Vegas, Nevada, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NC'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '27–10 (1)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hector Lombard'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NC (overturned)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UFC 182'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'January 3, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5:00'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Las Vegas, Nevada, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Originally a unanimous decision win for Lombard; overturned after he tested positive for anabolic steroids.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Win'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '27–10'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tyler Stinson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'KO (punch)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'WSOF 9'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'March 29, 2014'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2:15'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Las Vegas, Nevada, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '26–10'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Steve Carl'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Technical Submission (triangle choke)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'WSOF 6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'October 26, 2013'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:02'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Coral Gables, Florida, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'For the inaugural WSOF Welterweight Championship.'}"
