"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Place'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Player'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Country'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Score'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'To par'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Money ($)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'T1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Marlene Hagge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '69-73-73-76=291'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '−9'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Playoff'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Patty Berg'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '71-73-71-76=291'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Betty Jameson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '74-72-77-73=296'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '−4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '765'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mickey Wright'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '74-74-72-77=297'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '−3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '657'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Joyce Ziske'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '73-75-75-77=300'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'E'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '572'}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'T6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Alice Bauer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '75-73-75-78=301'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '+1'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '456'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Beverly Hanson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '77-75-72-77=301'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': 'T8'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kathy Cornelius'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '79-72-71-80=302'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': '+2'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': '285'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Betty Dodd'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '77-76-74-75=302'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Louise Suggs'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '72-76-77-77=302'}",,,
