"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Competition'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Venue'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Position'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Event'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Notes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '1977'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'World Cup'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Düsseldorf, Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8th'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '400 m hurdles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '52.10'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pacific Conference Games'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Canberra, Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3rd'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '400 m hurdles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '53.30'}",
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '1978'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Asian Games'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Bangkok, Thailand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2nd'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '400 m hurdles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '50.98'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1st'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4 × 400 m relay'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3:08.3'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1979'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Asian Championships'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tokyo, Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2nd'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '400 m hurdles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '51.53'}"
"{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': '1981'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Asian Championships'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tokyo, Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1st'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '400 m hurdles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '50.32'}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'World Cup'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Rome, Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8th'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '400 m hurdles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '51.95'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9th'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4 × 400 m relay'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3:09.93'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1982'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Asian Games'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Delhi, India'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1st'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '400 m hurdles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '50.60'}"
