"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Club'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Location'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'America'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'América (TR)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Três Rios'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Americano'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Campos dos Goytacazes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Angra dos Reis'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Angra dos Reis'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Aperibeense'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Aperibé'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Artsul'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nova Iguaçu'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Audax Rio de Janeiro'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'São João de Meriti'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bangu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Barcelona'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Barra Mansa'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Barra Mansa'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Barra da Tijuca'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bela Vista'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Niterói'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Boavista'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Saquarema'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bonsucesso'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Botafogo'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bréscia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Magé'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cabofriense'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cabo Frio'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Campo Grande'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Campos'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Campos dos Goytacazes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Carapebus'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Carapebus'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cardoso Moreira'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cardoso Moreira'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Casimiro de Abreu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Casimiro de Abreu'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Castelo Branco'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ceres'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CFZ do Rio'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Duque de Caxias'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Duque de Caxias'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Duquecaxiense'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Duque de Caxias'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Entrerriense'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Três Rios'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Faissal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Itaboraí'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fênix'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Barra Mansa'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Flamengo'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fluminense'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fonseca'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Niterói'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Friburguense'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nova Friburgo'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Futuro Bem Próximo'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Goytacaz'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Campos dos Goytacazes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grêmio Mangaratibense'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mangaratiba'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Guanabara'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Araruama'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Imperial'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Petrópolis'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Itaboraí'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Itaboraí'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Itaperuna'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Itaperuna'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Juventus (RJ)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'La Coruña'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Macaé'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Macaé'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Madureira'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mesquita'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mesquita'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nilópolis'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nilópolis'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nova Cidade'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nilópolis'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nova Iguaçu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nova Iguaçu'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Olaria'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Portuguesa'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio de Janeiro'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Quissamã'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Quissamã'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Resende'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Resende'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio Bonito'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio Bonito'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rio Branco'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Campos dos Goytacazes'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rubro Social'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Araruama'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sampaio Corrêa (RJ)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Saquarema'}"
