"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Season'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Matches'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Goals'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1968'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '37'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '31'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1969'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '35'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '19'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1970'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '42'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1971'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '37'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1972'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '41'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1973'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '44'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '24'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1974'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '31'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '19'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1975'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '35'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1976'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '46'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '24'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1977'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '43'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1978'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '49'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1979'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '41'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1980'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '38'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '11'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1981'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '27'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1982'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '33'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1983'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '37'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '14'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1984'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Total'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '638'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '310'}"
