"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Season'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Series'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Team name'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Bike'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Races'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Poles'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Wins'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Points'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Final placing'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '2002'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italian 125cc'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Honda'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30th'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '2003'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italian 125cc'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Honda'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '24'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9th'}"
"{'column_span': 1, 'is_header': True, 'row_span': 4, 'value': '2004'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italian 125cc'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Honda'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13th'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'European 125cc'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '31st'}",
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '125cc Grand Prix'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Swiss MTR'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Honda'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'NC'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sterilgarda Racing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Aprilia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7'}",,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '2005'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '125cc Grand Prix'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Skilled I.S.P.A. Racing Team'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Aprilia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '14'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17th'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '2006'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '125cc Grand Prix'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Skilled I.S.P.A. Racing Team'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Aprilia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '16'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '19'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21st'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '2007'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '125cc Grand Prix'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Team Sicilia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Aprilia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '19th'}"
