"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Type'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Symbol'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Law'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Flower'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mayflower'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §7'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tree'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'American elm'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §8'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bird'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Chickadee'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §9'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Beverage'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cranberry juice'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §10'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Horse'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Morgan horse'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §11'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Insect'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lady bug'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §12'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fish'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Atlantic Cod'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §13'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dog'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Boston Terrier'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §14'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gem'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rhodonite'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §15'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Marine mammal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Right whale'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §16'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fossil'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dinosaur track'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §17'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mineral'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Babingtonite'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §18'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Song'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""All Hail to Massachusetts"" by Arthur J. Marsh'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §19'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Folk song'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Massachusetts"" by Arlo Guthrie'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §20'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Poem'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Blue Hills of Massachusetts""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §21'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rock'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Roxbury puddingstone'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §22'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Historical rock'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Plymouth Rock'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §23'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Explorer rock'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dighton Rock'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §24'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Building and monument stone'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Granite'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §25'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Heroine'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Deborah Sampson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §26'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hero'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Samuel Whittemore'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ceremonial march'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""The Road to Boston""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §27'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Muffin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Corn muffin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §28'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shell'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New England Neptune (Neptunea lyrata decemcostata)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §29'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cat'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tabby cat'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §30'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Patriotic song'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Massachusetts (Because of You Our Land is Free)""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §31'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Folk dance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Square dance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §32'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Soil'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Paxton Soil Series'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §33'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Vietnam veterans' memorial""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Worcester Vietnam Veterans' Memorial""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §34'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Designation of residents'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bay Staters'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §35'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Game bird'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wild turkey'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §36'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Southwest Asia War Veterans' Memorial""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Worcester Southwest Asia War Veterans' Memorial""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §37'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bean'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Baked navy bean'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.G.L. Ch. 2, §38'}"
