"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Association'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Category'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Work'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Result'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2002'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Empire Awards'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Best Newcomer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Hole'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nominated'}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '2003'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""London Film Critics' Circle""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Best Newcomer (tied with Martin Compston)'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Bend It Like Beckham'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Won'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Online Film Critics Society'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Best Breakthrough Performance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Won'}",,
"{'column_span': 1, 'is_header': False, 'row_span': 8, 'value': '2004'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Irish Film & Television Academy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Best International Actress'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pirates of the Caribbean: The Curse of the Black Pearl, King Arthur'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Won'}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Teen Choice Awards'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Choice Movie: Chemistry (shared with Orlando Bloom)'}","{'column_span': 1, 'is_header': False, 'row_span': 6, 'value': 'Pirates of the Caribbean: The Curse of the Black Pearl'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Won'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Choice Movie: Liplock (shared with Orlando Bloom)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Won'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Empire Awards'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Best British Actress'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nominated'}",,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MTV Movie Awards'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Best Breakthrough Performance – Female'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nominated'}",,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Saturn Awards'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Best Supporting Actress'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nominated'}",,
