"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Name'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Institution'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Location'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Member limit'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NoZe Brotherhood'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Baylor University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1924'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Texas'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Dragon Society'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Binghamton University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1950'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New York'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Upperclassmen'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Societas Domi Pacificae'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brown University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1824'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rhode Island'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Seniors'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Seven Society, Order of the Crown & Dagger'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'College of William and Mary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1905'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Virginia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior men'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sigma Phi Society'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Union College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1827'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New York'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'F.H.C. Society'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'College of William and Mary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1750'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Virginia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Upperclassmen'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bishop James Madison Society'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'College of William and Mary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1812'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Virginia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wren Society'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'College of William and Mary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1832'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Virginia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sphinx Head'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cornell University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1890'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New York'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Quill and Dagger'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cornell University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1893'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New York'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sphinx'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dartmouth College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1886'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Hampshire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior men'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Casque and Gauntlet'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dartmouth College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1887'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Hampshire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tyger'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dartmouth College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1892'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Hampshire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior Men'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Phrygian'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dartmouth College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1898'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Hampshire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dragon Society'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dartmouth College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1898'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Hampshire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior men'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fire and Skoal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dartmouth College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1975'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Hampshire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Abaris'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dartmouth College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1898'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Hampshire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Phoenix'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dartmouth College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1992'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Hampshire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior women'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gryphon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dartmouth College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1960'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Hampshire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cobra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dartmouth College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1979'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Hampshire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior women'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Raven's Claw Society""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dickinson College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1896'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pennsylvania'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior men'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Order of Ammon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Emory University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2005'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Georgia (U.S. state)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Juniors and Seniors'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Paladin Society'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Emory University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1998'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Georgia (U.S. state)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Juniors and Seniors'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Quaternion Club'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Furman University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1903'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'South Carolina'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Four Junior and Four Senior Men""'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Order of the Torch'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Florida International University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Florida'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Burning Spear Society'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Florida State University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1993'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Florida'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Senior'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Stewards'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Georgetown University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1903'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'District of Columbia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Junior and Senior men'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Anak Society'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Georgia Institute of Technology'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1908'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Georgia (U.S. state)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Junior and Senior'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'A.D. Club'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Harvard University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1836'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Massachusetts'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'All male'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Delphic Club'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Harvard University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1898'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Massachusetts'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'All male'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fly Club'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Harvard University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1836'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Massachusetts'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'All male'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Owl Club'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Harvard University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1896'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Massachusetts'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'All male'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Phoenix S.K. Club'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Harvard University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1902'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Massachusetts'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'All male'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Porcellian Club'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Harvard University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1791'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Massachusetts'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'All male'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Spee Club'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Harvard University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1852'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Massachusetts'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Coeducational'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fox Club'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Harvard University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1898'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Massachusetts'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'All Male'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'IN8'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'James Madison University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '?'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Virginia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Coeducational'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pithotomy Club'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Johns Hopkins University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1896'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Maryland'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Men'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CHI'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Longwood University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1900'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Virginia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Coeducational'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Princeps'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Longwood University'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1992'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Virginia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Coeducational'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mufti'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pomona College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1940'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'California'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}"
